pedido_item,natureza,nome_no_back,nome_no_front,nome_no_banco,nome_em_tela,tipo_dado,formato,validacao,obrigatorio,editavel,valor_padrao,exemplo,descricao,componente_ui,origem,sap,totvs_protheus,totvs_datasul,oracle,sankhya,linx,sonda_pwci,sonda_pwce,nsi_ecomex,cargowise,thomson_onesource,bysoft,nfe_xml,sped_registro,duimp,due,lpco
"Usuário / Memberships",referência,company_id,company_id,company_id,,Uuid,,,Sim,Não,,,ID do workspace vinculado,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Usuário / Memberships",físico,role,role,role,Perfil,String,,,Não,Sim,,,Perfil do usuário neste workspace específico,badge,MANUAL,,,,,,,,,,,,,,,,
"Usuário / Memberships",físico,is_active,is_active,is_active,"Acesso Ativo",Boolean,,,Não,Sim,true,true,Indica se o vínculo com o workspace está ativo,toggle,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,org:read,org_read,,"Dados da Organização — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura nos dados da organização,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,org:write,org_write,,"Dados da Organização — Escrita",Boolean,,,Não,Sim,,,Permissão de edição nos dados da organização,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,workspaces:read,workspaces_read,,"Workspaces — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura nos workspaces,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,workspaces:write,workspaces_write,,"Workspaces — Escrita",Boolean,,,Não,Sim,,,Permissão de criação e edição de workspaces,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,usuarios:read,usuarios_read,,"Gestão de Usuários — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de usuários,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,usuarios:write,usuarios_write,,"Gestão de Usuários — Escrita",Boolean,,,Não,Sim,,,Permissão de convite e edição de usuários,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,assinaturas:read,assinaturas_read,,"Assinaturas — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura nos planos contratados,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,assinaturas:write,assinaturas_write,,"Assinaturas — Escrita",Boolean,,,Não,Sim,,,Permissão de contratar e cancelar produtos,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,financeiro:read,financeiro_read,,"Financeiro — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de faturas e pagamentos,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,financeiro:write,financeiro_write,,"Financeiro — Escrita",Boolean,,,Não,Sim,,,Permissão de ações financeiras,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,api:read,api_read,,"Chaves de API — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de API keys e webhooks,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,api:write,api_write,,"Chaves de API — Escrita",Boolean,,,Não,Sim,,,Permissão de criação e revogação de API keys,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,atividades:read,atividades_read,,"Minhas Atividades — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de atividades do usuário,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,atividades:write,atividades_write,,"Minhas Atividades — Escrita",Boolean,,,Não,Sim,,,Permissão de criação de atividades,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,email:read,email_read,,"Email — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de e-mails,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,email:write,email_write,,"Email — Escrita",Boolean,,,Não,Sim,,,Permissão de envio de e-mails,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,whatsapp:read,whatsapp_read,,"WhatsApp — Leitura",Boolean,,,Não,Sim,,,Permissão de leitura de conversas WhatsApp,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,whatsapp:write,whatsapp_write,,"WhatsApp — Escrita",Boolean,,,Não,Sim,,,Permissão de envio de mensagens WhatsApp,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,relatorios:read,relatorios_read,,"Relatórios — Leitura",Boolean,,,Não,Sim,,,Permissão de visualização de relatórios e dashboards,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,relatorios:write,relatorios_write,,"Relatórios — Escrita",Boolean,,,Não,Sim,,,Permissão de criação e exportação de relatórios,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,gabi:read,gabi_read,,"Gabi IA — Leitura",Boolean,,,Não,Sim,,,Permissão de uso do assistente IA Gabi,checkbox,MANUAL,,,,,,,,,,,,,,,,
"Permissões / Módulos",físico,gabi:write,gabi_write,,"Gabi IA — Escrita",Boolean,,,Não,Sim,,,Permissão de ações avançadas do assistente Gabi,checkbox,MANUAL,,,,,,,,,,,,,,,,
Assinatura,referência,product_key,id,product_key,,String,,,Sim,Não,,,Chave/slug do produto assinado,hidden,SISTEMA,,,,,,,,,,,,,,,,
Assinatura,referência,product_name,nome,name,"Produto Contratado",String,,,Sim,Sim,,,Nome do produto assinado,text,MANUAL,,,,,,,,,,,,,,,,
Assinatura,físico,is_active,status,is_active,"Status do Produto",Enum,"Ativo|Trial|Suspenso",,Não,Sim,true,Ativo,Status operacional da assinatura,badge/toggle,MANUAL,,,,,,,,,,,,,,,,
Assinatura,físico,billing_type,billing,billing_type,"Modelo de Cobrança",Enum,"SaaS|Uso|Setup",,Não,Sim,,,Tipo de cobrança do produto contratado,badge,MANUAL,,,,,,,,,,,,,,,,
Assinatura,físico,price_display,valor,price_display,"Valor do Produto",String,,,Não,Sim,,,Valor de cobrança exibido,text,MANUAL,,,,,,,,,,,,,,,,
Assinatura,físico,renewal_date,renovacao,renewal_date,"Data de Renovação",Date,,,Não,Sim,,,Data da próxima renovação da assinatura,text,MANUAL,,,,,,,,,,,,,,,,
Assinatura,físico,enabled_companies,workspacesHabilitados,enabled_companies,"Distribuição por Workspace",Array,,,Não,Sim,[],,"Lista de workspaces com acesso ao produto",checkbox,MANUAL,,,,,,,,,,,,,,,,
Assinatura,sistema,subscribed_at,subscribed_at,subscribed_at,,DateTime,,,Sim,Não,,,Data de início da assinatura,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",sistema,id,id,id,,Uuid,,,Sim,Não,,,ID do produto no catálogo Gravity,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,nome,nome,nome,"Nome Comercial",String,,,Sim,Não,,,Nome do produto no catálogo público,display,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,descricao,descricao,descricao,Descrição,String,,,Sim,Não,,,Descrição do produto no catálogo,display,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,tipoCobranca,tipoCobranca,tipoCobranca,"Tipo de Cobrança",String,,,Não,Não,,,Unidade de cobrança do produto,badge,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,precoUnitario,precoUnitario,precoUnitario,"Preço Unitário",Object,"{moeda, valor}",,Não,Não,,,Preço por unidade do produto,display,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,faixasPreco,faixasPreco,faixasPreco,"Faixas de Preço",Array,,,Não,Não,[],,"Tabela de preços por faixa de quantidade",display,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,qtdUsuariosBase,qtdUsuariosBase,qtdUsuariosBase,"Usuários Incluídos",Number,,,Não,Não,,,Quantidade de usuários na franquia base,badge,SISTEMA,,,,,,,,,,,,,,,,
"Assinatura / Catálogo",físico,temSetup,temSetup,temSetup,"Tem Setup?",Boolean,,,Não,Não,,,Indica se o produto tem taxa de setup,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,sistema,id,id,id,,Uuid,,,Sim,Não,,,ID único da fatura,hidden,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,sistema,num,num,,"Nº Fatura",String,,,Sim,Não,,,Número sequencial da fatura,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,físico,competencia,competencia,,"Competência",String,"Mar/2025",,Sim,Não,,,Mês/período de referência da fatura,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,físico,descricao,descricao,,"Descrição",String,,,Sim,Não,,,Descrição do serviço faturado,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,físico,valor,valor,,"Valor",String,"R$ 1.234,56",,Sim,Não,,,Valor total da fatura formatado,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,físico,vencimento,vencimento,,"Vencimento",Date,,,Sim,Não,,,Data de vencimento da fatura,display,SISTEMA,,,,,,,,,,,,,,,,
Financeiro,físico,status,status,,"Status",Enum,"Pago|Pendente|Atrasado",,Sim,Não,,,Status de pagamento da fatura,badge,SISTEMA,,,,,,,,,,,,,,,,
"Financeiro / Composição",físico,item,item,,"Item",String,,,Sim,Não,,,Descrição do item de linha da fatura,display,SISTEMA,,,,,,,,,,,,,,,,
"Financeiro / Composição",físico,valor,valor,,"Valor",String,,,Sim,Não,,,Valor do item de linha,display,SISTEMA,,,,,,,,,,,,,,,,
"Financeiro / Composição",físico,tipo,tipo,,"Tipo",Enum,"base|adicional|desconto",,Sim,Não,,,Tipo do item de linha da fatura,display,SISTEMA,,,,,,,,,,,,,,,,
Preferência,físico,preferred_company_id,preferredCompanyId,preferred_company_id,"Workspace Preferido",Uuid,,cuid,Não,Sim,null,,ID do workspace padrão ao fazer login,select,MANUAL,,,,,,,,,,,,,,,,
"Auditoria",sistema,id,id,id,,Uuid,,,Sim,Não,,,ID único do registro de auditoria,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",sistema,tenant_id,tenant_id,tenant_id,,Uuid,,,Sim,Não,,,Tenant ao qual a ação pertence,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",sistema,actor_type,actor_type,actor_type,,String,,,Sim,Não,,,Tipo de ator que executou a ação,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",sistema,actor_id,actor_id,actor_id,,String,,,Sim,Não,,,ID do usuário que executou a ação,hidden,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,module,module,module,"Módulo",String,,,Sim,Não,,configuracao,Área do sistema onde a ação ocorreu,display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,resource_type,resource_type,resource_type,"Entidade",String,,,"Sim",Não,,,Tipo de entidade afetada (Organização / Usuário / etc.),display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,resource_id,resource_id,resource_id,"ID Entidade",String,,,Sim,Não,,,ID da entidade afetada,display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,action,action,action,"Ação",Enum,"CREATE|UPDATE|DELETE",,Sim,Não,,,Tipo de operação executada,display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,action_detail,action_detail,action_detail,"Detalhe da Ação",String,,,Não,Não,,,Descrição legível da mudança realizada,display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,before,before,before,"Estado Anterior",JSON,,,Não,Não,,,Estado da entidade antes da mudança (PATCH),display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",físico,after,after,after,"Estado Posterior",JSON,,,Não,Não,,,Estado da entidade após a mudança (PATCH),display,SISTEMA,,,,,,,,,,,,,,,,
"Auditoria",sistema,created_at,created_at,created_at,,DateTime,,,Sim,Não,,,Data e hora de registro da ação,display,SISTEMA,,,,,,,,,,,,,,,,
